url,sku,SKU,nombre,id,categorias,precio_actual,precio_promocional,stock_actual,FEBRERO,MARZO,ABRIL,MAYO,Spend mayo,Spend Junio,JUNIO,JULIO,AGOSTO,ventas ecom,SPEND,ENE LOCALES,FEB LOCAL,MAR LOCAL,AB LOCALES,SUMADEVENTAS,IMAGEN,VALORIZADO,imagen_principal,otras_imagenes
https://gerf.com.ar/productos/Zapatillas-Dione-Negro-Unisex-60-11/,60|11|35,60|11,Zapatillas Dione Negro/Blanco Unisex,260658871,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,178,82,3,7,0,,$98.347,71,0,11,163,$561,40,178,63,52,425,,$14.952.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/60-11_1-4dd0fcff3761845cc517423996454659-1024-1024.jpg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/60-11_4-578fb3ce5c302f124e17423996454547-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/60-11_2-12d34eab7725cec7e717423996451258-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/60-11_3-e55c02efc7878b507d17423996454633-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Dione-Black-Unisex-60-158/,60|158|35,60|158,Zapatillas Dione Black Unisex,254864296,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,6,87,7,11,3,,$24.019,13,0,4,121,$56.452,38,139,75,83,443,,$504.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_318_3-de0003b1c94aabae6c17393072003088-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_318_2-3c8e88c3d55bdd0bc717393072039146-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_318_6-fe8ce70f2d5c156c5017393072075842-1024-1024.png"
https://gerf.com.ar/productos/zapatillas-nix-024-blanco-gris/,253|07|36,253|07,Zapatillas Nix 024 Blanco/Gris,260689901,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$68.500,$47.950,15,0,4,15,44,$49.311,$42.001,36,1,2,99,$6.316,17,50,11,23,164,,$1.027.500,https://acdn-us.mitiendanube.com/stores/005/775/403/products/whatsapp-image-2023-10-03-at-18-28-58-6-07aaef67cea4694f2417424007644933-1024-1024.jpeg,
https://gerf.com.ar/productos/Zapatillas-Dione-Verde-600-30/,600|30|35,600|30,Zapatillas Dione Verde,254866696,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,286,52,5,9,3,$67.591,$126.269,27,0,7,96,$17.446,17,39,8,20,153,,$24.024.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_349_3-6e1624ee5ee2c2510d17393104690203-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_349_2-69a384c17e206c1d5917393104728505-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_349_6-c2cab43d3d68bb661f17393104771540-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_3-7d4ee2119beb2eb5ae17393104815713-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_1_variante02-0dc1ffca336c83e11f17393104857936-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_2-080799cab7516843c317393104902173-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Verona-Bordo-425-111/,425|111|35,425|111,Zapatillas Verona Bordo,254866242,Ofertas|LiquidaciondeTemporada|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.900,$59.430,24,13,54,2,8,,$13.747,11,0,9,88,$25.482,2,4,14,4,101,,$1.426.320,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-111_1-d44cab75b7ebec483b17393086381360-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-111_2-94aabe2cd04e111efe17393086409540-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-111_3-5d39968d5df35b5bfa17393086437256-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-111_4-898096762b6bec2b9817393086467184-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-111_5-5ba884acdcdeceb43d17393086501359-1024-1024.jpeg"
https://gerf.com.ar/productos/Zapatillas-Dione-Gris/,600|50|35,600|50,Zapatillas Dione Gris,254860068,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,56,63,1,5,0,$8.744,$39.361,19,1,2,88,$7.408,42,105,37,41,294,,$4.704.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_347_3-f8386ee58d40c8259a17393061664386-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_347_2-f877c8b57992d2bf8e17393061709964-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_347_6-b9921a54d97e11e27c17393061748314-1024-1024.png"
https://gerf.com.ar/productos/pack-x3-medias-de-algodon-gerf/,,|,Pack x3 Medias de Algodón GERF,263731567,,$14.990,$0,0,0,0,20,30,,$0,17,7,15,67,$5.415,0,0,0,0,50,,$0,https://acdn-us.mitiendanube.com/stores/005/775/403/products/medias-gf-b55c0377f720f0b6a317438999721698-1024-1024.png,
https://gerf.com.ar/productos/Zapatillas-Praga-Blanco-y-Crema-305-08/,305|08|35,305|08,Zapatillas Praga Blanco y Crema,254866652,CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$78.400,$0,10,49,7,0,1,,$58.278,6,1,3,63,$2.253,0,12,7,5,81,,$784.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/305-08_1-2-b8ae8367b79be3a4d817393102045317-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/305-08_2-2-bf997ffecf11143dde17393102077240-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/305-08_3-2-b006cdea047c38c6e717393102109961-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_1_variante02-2eea7b0749834a1cd017393102133865-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_2-ecff27e84728daa58117393102162546-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_3-e9132977aee73a271317393102194606-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Verona-Mostaza-425-151/,425|151|35,425|151,Zapatillas Verona Mostaza,254866259,Ofertas|LiquidaciondeTemporada|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.900,$59.430,69,13,31,6,2,,$68.866,10,0,12,62,$99.547,0,5,17,3,77,,$4.100.670,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-151_1-fd11354163bba8896417393086697547-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-151_2-b15b44945105c0422b17393086730626-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-151_3-1a054e2db966a9901917393086759554-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-151_4-a127b564df842ccc8f17393086793133-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-151_5-ec9a69b93edd6c802117393086828141-1024-1024.jpeg"
https://gerf.com.ar/productos/Zapatillas-Teruel-Verde-Unisex-248-30/,248|30|35,248|30,Zapatillas Teruel Verde Unisex,254866340,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$71.800,$43.080,24,10,25,1,12,,$15.695,10,0,7,58,$14.897,3,16,52,12,131,,$1.033.920,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-30_1-fd15e9ec9281fdc62217393090595199-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-30_2-f6aaddfe5ee905478d17393090629425-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-30_3-33ca64f186b53205f117393090660823-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-30_4-8068a7a0488389fc0e17393090698062-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-30_5-2f213f349e9e6e8ae317393090737683-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8322-scaled-2484b7ec8578d9571d17393090778952-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8334-scaled-661e8f9e6dbf619bc517393090820644-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8342-scaled-0fa34fdcaed572cb3917393090862984-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Teruel-Negro-Unisex-248-10/,248|10|35,248|10,Zapatillas Teruel Negro Unisex,254866321,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$71.800,$43.080,11,6,19,1,21,,$25.340,8,2,10,55,$10.112,8,19,46,10,130,,$473.880,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-10_1-40730908329b34862f17393089432719-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-10_2-0413e345defe875f9b17393089467519-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-10_3-73cb478d11a9a002a817393089501843-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-10_4-b209af5362602554d417393089535210-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-10_5-0ea23c00f8339b41fc17393089569404-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_1763-scaled-a8b2f7cf3da8dfb94117393090220089-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_1764-scaled-ca4f645caecaaa7ed717393090263342-1024-1024.jpg"
https://gerf.com.ar/productos/zapatillas-dione-natural/,600|90|35,600|90,Zapatillas Dione Natural,260801376,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,254,0,1,11,2,$15.993,$160.256,38,0,6,52,$1.745,0,0,19,49,82,,$21.336.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_351_3-75d7c1cfafebe2170117424324653023-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_351_2-afb2a5f494f7d8945617424324653298-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_351_6-2542758fdd8cd09a5817424324654147-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Andes-Beige-247-134/,247|134|36,247|134,Zapatillas Andes Beige,254866190,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$67.100,$33.550,11,6,18,4,10,,$41.798,14,4,3,52,$14.274,1,4,29,6,78,,$369.050,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-134_1-6e473fc1a8b6ac8d7417393085351297-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-134_2-e14f564869d939855e17393085386624-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-134_3-c463536f3d8ef6028b17393085417703-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-134_4-f277437ae60d6a3c7517393085452413-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-134_5-8c11b198a9f461cb8917393085497468-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-62-scaled-f4ae5552cbdb0b4e4317393085534804-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-66-scaled-1a1fe1ed677365705117393085571144-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-70-scaled-733247caf38f429b3517393085610902-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Tucma-Colegial-Negro-Unisex-69-10/,69|10|35,69|10,Zapatillas Tucma Colegial Negro Unisex,254864671,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$63.000,$0,335,7,6,18,2,$4.418,$49.105,18,1,1,51,$11.712,0,2,26,54,115,,$21.105.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/69-10_1-747ff9b6b5bf4d051917393073510386-1024-1024.jpg,
https://gerf.com.ar/productos/zapatillas-dione-gris-negro-unisex/,60|56|35,60|56,Zapatillas Dione Gris/Negro Unisex,259461392,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,39,0,3,6,1,$9.775,$85.004,40,1,4,50,$1.195,8,14,11,35,78,,$3.276.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/dione-gris_negro_1-51dea3fc7df516f50817417789996157-1024-1024.png,
https://gerf.com.ar/productos/Zapatillas-Verona-Azul-425-20/,425|20|35,425|20,Zapatillas Verona Azul,254866543,Ofertas|LiquidaciondeTemporada|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.900,$59.430,0,12,18,1,7,,$40.999,11,0,5,49,$48.822,5,19,13,3,78,,$0,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-20_1-119df6e2eede3e003217393098218586-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-20_2-adb909cd4940ff549217393098266386-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-20_3-6b74d17ab25df61c7617393098311146-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Andes-Blanco-Y-Gris-247-07/,247|07|36,247|07,Zapatillas Andes Blanco Y Gris,254866163,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$67.100,$33.550,0,11,19,3,11,,$0,4,0,1,48,$7.035,3,8,33,0,88,,$0,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-07_1-814885b805179e034d17393084689248-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-07_2-89d48a62af8ee78e1317393084719944-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-07_3-b91475187ff941028617393084748171-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-07_4-b09c5a917a3309a64317393084778484-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-07_5-8a65fe0cde8ba6c15317393084807451-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-91-scaled-403938451269b8a71517393084881400-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-101-scaled-2f152146c4b487037d17393084934042-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-34-scaled-f95f1680e7e28b953317393084983214-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Habana-Verde-Unisex-241-30/,241|30|35,241|30,Zapatillas Habana Verde Unisex,254863327,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$66.100,$39.660,0,11,6,0,27,,$0,2,0,1,46,,8,23,60,7,142,,$0,https://acdn-us.mitiendanube.com/stores/005/775/403/products/habana-77-d290793e7ff6fa48d217393063877785-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/habana-85-12515cfb5599330ba817393063917622-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/habana-83-eb9d389eeffbf1403217393063958408-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/habana-75-a76b977e8f3c2b6db717393063994364-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/habana-63-816b5fb86b023406be17393064039472-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Teruel-Blanco-y-Azul-Unisex-248-02/,248|02|35,248|02,Zapatillas Teruel Blanco y Azul Unisex,254866317,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$71.800,$43.080,106,12,15,1,7,$14.650,$23.217,8,1,23,43,$11.340,3,8,14,0,60,,$4.566.480,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-02_1-f04996bff793b6d98517393089151677-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-02_2-4cbd5d7ac866d2976817393089179996-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-02_3-2b16cb53f24607403417393089214595-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-02_4-8b69c604d83480dd3017393089247938-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/248-02_5-bf3a75bc0822bc6ec617393089284960-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8287-scaled-0a215775f738eb0ef717393089321231-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8295-scaled-0a832dc7402a27810e17393089357969-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/img_8302-scaled-b8128191858a814eba17393089401344-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Dublin-Negro-Unisex-300-10/,300|10|36,300|10,Zapatillas Dublin Negro Unisex,254866518,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$71.340,$0,7,24,0,5,0,,$25.543,13,1,0,42,$2.731,9,12,4,10,64,,$499.380,https://acdn-us.mitiendanube.com/stores/005/775/403/products/300-10_1-1d693ca9420447a27b17393097052362-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/300-10_2-304bcdac9fbb3f280917393097087948-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/300-10_3-fd8fb28f22fec52fce17393097124669-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_1_variante02-ec196b590af204daf617393097149165-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_2-cbdec8a6d255a5b88b17393097177201-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_gerf_3-b127c8accd5655e1ae17393097206718-1024-1024.png"
https://gerf.com.ar/productos/zapatillas-nix-2-0-negro/,79|10|36,79|10,Zapatillas Nix 2.0 Negro,260692385,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$68.500,$0,11,0,5,20,2,,$2.329,14,1,1,41,$3.727,3,69,39,73,211,,$753.500,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_124_3-9c61a297b574b541c817424026377014-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_124_2-b4d58e6ee529c5ba8b17424026380375-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_124_6-9ed30d62bbcb2ca19f17424026379964-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_124_4-861e0d3cefd6bf735f17424026380732-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_124_1-069fd10e6d21e124a117424026380486-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Luma-Negro-Unisex-249-10/,249|10|35,249|10,Zapatillas Luma Negro Unisex,254866355,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$74.300,$37.150,77,10,16,1,10,,$3.567,1,0,2,38,$9.025,1,3,12,3,56,,$2.860.550,https://acdn-us.mitiendanube.com/stores/005/775/403/products/249-10_1-1cac21b3a2903cb0f817393091045505-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/249-10_2-5477f43f2a1591065717393091073813-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/249-10_3-12aa57dc7799933dcb17393091104330-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/249-10_4-fcad62f6533bcb1d4c17393091140601-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/249-10_5-d2361b87b99c46270e17393091170499-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Tucma-Blanco-Unisex-35-01/,35|01|35,35|01,Zapatillas Tucma Blanco Unisex,254863700,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$63.000,$44.100,94,32,2,0,0,,$22.018,3,0,8,37,$3.887,10,59,12,8,123,,$5.922.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/tucma-200-80a91f2f2ae4683e5317393067468081-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/tucma-138-19a7ee4c5bd3353c4017393067514662-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/tucma-190-d565b11a79be2bbf2f17393067561172-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/tucma-197-e0f34b22923517650117393067602557-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/tucma-192-86f1d688ed8950dd6717393067644787-1024-1024.png"
https://gerf.com.ar/productos/zapatillas-venturi-azul-bordo/,37|174|35,37|174,Zapatillas Venturi Azul/Bordo,260773614,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$85.300,$42.650,58,0,30,3,3,,$15.732,1,2,6,37,$8.068,3,3,9,3,54,,$2.473.700,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_208_3-e5d47f171fda0f157317424216212467-1024-1024.png,
https://gerf.com.ar/productos/Dione-Blanco-60-01/,60|05|35,60|05,Zapatillas Dione Blanco/Negro Unisex,254864197,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,134,1,3,0,1,$20.061,$39.831,31,0,0,36,$4.275,5,17,12,3,42,,$11.256.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/60-01_1-ebc6fb49277f238f3017393071489351-1024-1024.jpg,
https://gerf.com.ar/productos/Zapatillas-Andes-Negro-247-10/,247|10|36,247|10,Zapatillas Andes Negro,254866177,Ofertas|LiquidaciondeTemporada|CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$67.100,$33.550,1,6,6,1,23,,$0,0,0,0,36,$6.778,2,14,37,7,96,,$33.550,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-10_1-c1c118bf28168199a917393085060590-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-10_2-f4e4ccc2a6b32e67d217393085100723-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-10_3-303def9657628b63b417393085136341-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-10_4-442ebad781fd4202e917393085168832-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/247-10_5-3bfca2906444b6bda717393085198103-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-77-scaled-35ef9feb2e61bf7e6717393085231048-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-82-scaled-219581951f3982c54717393085271548-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/andes-83-scaled-aa1f4b9f1e92bfb3ff17393085310750-1024-1024.jpg"
https://gerf.com.ar/productos/Zapatillas-Verona-Naranja-425-120/,425|120|35,425|120,Zapatillas Verona Naranja,254866253,Ofertas|LiquidaciondeTemporada|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.900,$59.430,11,13,8,2,5,,$2.869,7,1,7,35,$13.696,5,11,21,0,65,,$653.730,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-120_1-9961e32e3a63c3e3f217393086534556-1024-1024.jpeg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-120_2-5cd0035debccfcf98f17393086568501-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-120_3-99ce51f97b43e5be6617393086602298-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-120_4-9e6bbc6fa8dd43b81c17393086631317-1024-1024.jpeg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/425-120_5-b45ca79004ff3346ab17393086666864-1024-1024.jpeg"
https://gerf.com.ar/productos/zapatillas-dione-beige-negro/,60|127|35,60|127,Zapatillas Dione Beige/Negro,260779279,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,42,0,3,12,0,$8.913,$42.868,20,1,4,35,$2.466,11,31,32,40,129,,$3.528.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_64_3-61bba5cf061f8a36da17424245171226-1024-1024.png,
https://gerf.com.ar/productos/Zapatillas-Dione-Rosa-600-80/,600|80|35,600|80,Zapatillas Dione Rosa,254866694,CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$84.000,$0,88,23,0,1,0,$11.258,$17.918,9,0,1,33,$3.688,10,31,14,14,93,,$7.392.000,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_348_3-3c5abf484ac46b8fb417393104556573-1024-1024.png,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_348_2-897263896cff2d077b17393104601909-1024-1024.png,https://acdn-us.mitiendanube.com/stores/005/775/403/products/feed_1080x1080_348_6-dd90a9f367ecacca2f17393104647504-1024-1024.png"
https://gerf.com.ar/productos/Zapatillas-Dione-Gold-O24-Gris-Y-Verde-631-55/,631|55|35,631|55,Zapatillas Dione Gold O24 Gris Y Verde,254866478,CALZADOH|CalzadodeHombre|Zapatillas|VERTODO|CALZADOM|CalzadosdeMujer|Zapatillas|VERTODO,$80.800,$56.560,12,12,0,1,12,,$3.372,7,0,4,32,$1.934,2,11,2,13,53,,$969.600,https://acdn-us.mitiendanube.com/stores/005/775/403/products/631-55_1-af1fb00ea51da2f12817393095275115-1024-1024.jpg,"https://acdn-us.mitiendanube.com/stores/005/775/403/products/631-55_2-351e387d61dbea8f5117393095307164-1024-1024.jpg,https://acdn-us.mitiendanube.com/stores/005/775/403/products/631-55_3-cfb9e60f67b45b418517393095341886-1024-1024.jpg"
